,id,pid,ms_subclass,ms_zoning,lot_area,street,regular_lot,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_floors,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,fancy_masonry,mas_vnr_area,exter_exc,exter_cond,conc_found,bsmt_exc,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_exc,central_air,stand_elec,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_exc,totrms_abvgrd,functional,fireplaces,garage_connect,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,sell_diff,remod_diff,remod_x_sell,salepricelog,over_exc,qual_sqaure,exc_x_qual
164,2615,535404080,20,RL,7100,Pave,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,0,0.0,0,TA,0,0,TA,No,GLQ,708.0,Unf,0.0,108.0,816.0,GasA,0,1,0,816,0,0,816,1.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,308.0,1,0,0,0,0,0,No,0,7,2006,WD ,129900,49,49,2401,11.77452020265869,0,25,0
165,329,923225440,160,RM,2592,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2.0,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,1,TA,No,Rec,129.0,BLQ,232.0,175.0,536.0,GasA,0,1,1,536,576,0,1112,0.0,0.0,1,1,3,1,0,4,Typ,0,1,1.0,336.0,1,182,0,0,0,0,No,0,4,2010,WD ,85000,34,34,1156,11.350406535472453,1,25,25
166,1320,902401010,50,RM,5700,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,0,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,0,1,1,572,539,0,1111,0.0,0.0,1,0,2,1,0,5,Typ,1,0,1.0,288.0,1,0,0,176,0,0,No,0,8,2008,WD ,116900,82,58,4756,11.66907414746016,0,49,0
167,416,527455060,160,RL,2289,Pave,1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2.0,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,0,TA,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,0,1,1,855,586,0,1441,0.0,0.0,2,1,3,1,0,7,Typ,1,1,2.0,440.0,1,28,0,0,0,0,No,0,4,2009,WD ,148500,31,31,961,11.908340237224891,0,36,0
169,1385,905108170,85,RL,7400,Pave,0,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1.5,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,1,1,TA,Av,LwQ,104.0,ALQ,956.0,0.0,1060.0,GasA,0,1,1,1126,0,0,1126,1.0,0.0,1,0,2,1,0,5,Typ,0,1,2.0,506.0,1,178,0,0,0,0,No,0,3,2008,WD ,152000,24,24,576,11.931635799828413,1,25,25
176,2432,528235050,60,RL,7861,Pave,0,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2.0,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,GLQ,457.0,Unf,0.0,326.0,783.0,GasA,1,1,1,807,702,0,1509,1.0,0.0,2,1,3,1,1,7,Typ,1,1,2.0,393.0,1,100,75,0,0,0,No,0,6,2006,WD ,183200,4,3,12,12.118333731222167,16,36,576
179,30,527451180,160,RM,1680,Pave,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2.0,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,1,504.0,0,TA,0,0,TA,No,Rec,156.0,Unf,0.0,327.0,483.0,GasA,0,1,1,483,504,0,987,0.0,0.0,1,1,2,1,0,5,Typ,0,0,1.0,264.0,1,275,0,0,0,0,No,0,2,2010,COD,96000,39,39,1521,11.472103470449973,0,36,0
181,188,902402010,20,RM,7407,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.0,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,GLQ,600.0,Unf,0.0,312.0,912.0,GasA,0,1,0,1236,0,0,1236,1.0,0.0,1,0,2,1,0,6,Typ,0,1,2.0,923.0,1,0,158,158,0,0,MnPrv,0,4,2010,WD ,149700,53,14,742,11.91638857040772,0,36,0
185,2469,528488120,20,FV,7500,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1257.0,1257.0,GasA,1,1,1,1266,0,0,1266,0.0,0.0,2,0,3,1,1,6,Typ,1,1,2.0,453.0,1,38,144,0,0,0,No,0,4,2006,WD ,176000,1,1,1,12.078239274020289,16,49,784
196,543,531376090,20,RL,7328,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.0,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,1,140.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1450.0,1450.0,GasA,1,1,1,1450,0,0,1450,0.0,0.0,2,0,2,1,1,6,Typ,0,1,3.0,788.0,1,0,93,0,0,0,No,0,2,2009,New,224243,1,0,0,12.32048556427219,16,49,784
197,2835,908227010,50,RL,7822,Pave,1,Bnk,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5,6,3,1915,1950,Gable,CompShg,AsbShng,AsbShng,0,0.0,0,Fa,0,0,Fa,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,0,1,0,846,492,0,1338,0.0,0.0,2,0,3,1,0,7,Typ,0,0,2.0,528.0,0,0,0,208,0,0,GdPrv,0,5,2006,WD ,92000,91,56,5096,11.429543856031177,0,36,0
200,2287,923228200,180,RM,1533,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,1.5,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,1,TA,Av,GLQ,503.0,Unf,0.0,27.0,530.0,GasA,0,1,1,530,462,0,992,1.0,0.0,1,0,2,1,0,4,Typ,0,1,1.0,297.0,1,112,97,0,0,0,No,0,7,2007,WD ,106500,37,37,1369,11.575900264131617,1,16,16
203,2206,909254130,75,RL,7128,Pave,1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,TA,No,Rec,364.0,Unf,0.0,554.0,918.0,GasA,1,1,1,918,728,0,1646,0.0,0.0,2,0,4,1,0,7,Typ,2,0,1.0,240.0,1,0,0,0,0,126,MnPrv,0,8,2007,WD ,164000,66,57,3762,12.007621706806335,1,49,49
204,1740,528222080,60,RL,7713,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,1,16.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,1,1,1,728,728,0,1456,0.0,0.0,2,1,3,1,1,7,Typ,0,1,2.0,400.0,1,100,24,0,0,0,No,0,7,2007,New,177594,0,0,0,12.087255325185739,16,49,784
205,199,903232190,50,RM,6240,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,0,0,Fa,No,Rec,276.0,Unf,0.0,252.0,528.0,GasA,1,1,1,548,492,0,1040,0.0,0.0,1,0,2,1,0,5,Typ,0,0,2.0,624.0,0,306,0,32,0,0,No,0,5,2010,WD ,123900,74,30,2220,11.727230067617233,1,25,25
208,2421,528228325,120,RL,3196,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,1,18.0,1,TA,1,1,TA,Gd,Unf,0.0,Unf,0.0,1374.0,1374.0,GasA,1,1,1,1557,0,0,1557,0.0,0.0,2,0,2,1,1,7,Typ,1,1,2.0,420.0,1,143,20,0,0,0,No,0,10,2006,WD ,234000,3,2,6,12.363076394339839,16,49,784
212,518,528458020,20,FV,7993,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,1,1,1,1436,0,0,1436,0.0,0.0,2,0,3,1,1,6,Typ,0,1,2.0,529.0,1,0,121,0,0,0,No,0,10,2009,New,225000,1,0,0,12.323855681186558,16,49,784
215,54,528228440,120,RL,3182,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,1,16.0,1,TA,1,1,TA,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,1,1,1,1269,0,0,1269,0.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,430.0,1,146,20,0,0,144,No,0,4,2010,WD ,192000,6,5,30,12.165250651009918,16,64,1024
216,649,535353040,20,RL,7626,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,1,TA,0,0,TA,No,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,1,1,1,1031,0,0,1031,1.0,0.0,1,0,2,1,1,5,Typ,0,1,1.0,230.0,1,0,0,0,0,0,MnPrv,0,3,2009,WD ,145500,57,4,228,11.887931365593685,9,25,225
217,2600,535377100,50,RL,7008,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,1,1,1,448,272,0,720,0.0,0.0,1,0,1,1,0,5,Typ,0,1,1.0,280.0,1,0,0,70,0,0,No,0,3,2006,WD ,86900,106,8,848,11.372513311253483,1,16,16
219,2209,909256120,30,RL,6305,Pave,1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.0,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,1,0,Fa,No,Unf,0.0,Unf,0.0,920.0,920.0,GasA,1,1,1,954,0,0,954,0.0,0.0,1,0,2,1,0,5,Typ,1,0,1.0,240.0,1,0,0,0,0,0,MnPrv,0,6,2007,WD ,119750,69,57,3933,11.693161515273161,1,25,25
224,490,528290190,80,RL,7750,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.5,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,1,1,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,1,1,1,774,656,0,1430,0.0,0.0,2,1,3,1,0,7,Typ,1,1,2.0,400.0,1,0,0,0,0,0,No,0,3,2009,WD ,156000,10,9,90,11.957611286231675,4,49,196
226,973,923203190,120,RM,4500,Pave,1,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1.0,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,1,425.0,0,TA,1,1,TA,No,GLQ,883.0,Unf,0.0,341.0,1224.0,GasA,1,1,1,1224,0,0,1224,1.0,0.0,2,0,2,1,0,5,Typ,0,1,2.0,402.0,1,0,304,0,0,0,No,0,6,2009,WD ,165000,10,10,100,12.013700752882718,4,36,144
228,2218,909281020,190,RL,6221,Pave,0,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,0,0,Fa,No,LwQ,533.0,Unf,0.0,195.0,728.0,GasA,1,1,1,760,595,0,1355,0.0,0.0,2,0,3,1,0,5,Typ,0,0,2.0,528.0,1,0,0,0,0,144,MnPrv,0,10,2007,WD ,140000,66,57,3762,11.84939770159144,1,25,25
242,1716,528174010,120,RL,7577,Pave,0,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,256.0,1,TA,1,1,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,1,1,1,1362,0,0,1362,0.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,460.0,1,192,28,0,0,0,No,0,6,2007,WD ,194700,2,1,2,12.17921519136029,16,36,576
243,1130,528488140,20,FV,7500,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1.0,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,1,210.0,1,TA,1,1,TA,No,GLQ,902.0,Unf,0.0,316.0,1218.0,GasA,1,1,1,1218,0,0,1218,1.0,0.0,2,0,2,1,1,6,Typ,0,1,2.0,462.0,1,168,168,0,0,0,No,0,4,2008,New,230348,1,0,0,12.347346487886606,16,49,784
244,201,903234050,30,RM,6120,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.0,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,Fa,No,ALQ,960.0,Unf,0.0,164.0,1124.0,GasA,0,1,1,1068,0,0,1068,1.0,0.0,1,0,2,1,0,5,Typ,1,0,1.0,288.0,1,0,0,128,0,0,No,0,3,2010,WD ,109500,87,60,5220,11.603679828238693,0,36,0
246,2328,527190050,160,RL,5306,Pave,0,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2.0,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,Gd,1,1,Gd,No,GLQ,495.0,Rec,215.0,354.0,1064.0,GasA,1,1,1,1064,703,0,1767,1.0,0.0,2,0,2,1,1,5,Typ,1,1,2.0,504.0,1,441,35,0,0,0,No,0,6,2006,WD ,239000,19,19,361,12.384218830913648,16,49,784
252,1223,534453140,70,RL,4882,Pave,0,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2.0,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,1,0,TA,No,Rec,120.0,Unf,0.0,228.0,348.0,GasA,0,1,1,453,453,0,906,0.0,0.0,1,0,2,1,0,5,Typ,0,0,1.0,231.0,1,0,0,0,0,0,No,0,9,2008,WD ,87000,71,58,4118,11.37366339763672,0,16,0
255,1294,902109120,50,RM,7628,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,0,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,1,1,0,1095,561,0,1656,0.0,0.0,2,0,2,1,0,8,Mod,0,0,2.0,440.0,1,187,0,0,0,0,No,0,5,2008,WD ,119164,68,23,1564,11.688255974575329,1,16,16
259,198,903228150,50,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Rec,300.0,Unf,0.0,480.0,780.0,GasA,0,1,1,780,636,0,1416,0.0,0.0,1,1,3,1,0,6,Typ,0,0,1.0,312.0,0,221,0,48,0,0,No,0,3,2010,WD ,139900,62,60,3720,11.848683160653573,0,36,0
260,131,534451150,30,RL,5350,Pave,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.0,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,0,0.0,0,Po,0,0,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,1,1,1,1306,0,0,1306,0.0,0.0,1,0,3,1,0,6,Mod,0,0,0.0,0.0,1,263,0,0,0,0,GdWo,450,5,2010,WD ,76500,70,44,3080,11.245046019814627,1,9,9
261,1258,535380110,30,RL,5400,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.0,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,0,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,1,1,1,672,0,0,672,0.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,308.0,0,88,108,0,0,0,No,0,7,2008,WD ,86900,68,3,204,11.372513311253483,4,16,64
264,615,534450150,30,RL,5330,Pave,1,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.0,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,0,0.0,0,TA,0,0,TA,No,LwQ,280.0,Unf,0.0,140.0,420.0,GasA,1,1,1,708,0,0,708,0.0,0.0,1,0,2,1,0,5,Typ,0,0,0.0,0.0,1,164,0,0,0,0,No,0,12,2009,WD ,82500,69,59,4071,11.320553572322773,1,16,16
268,1863,534104090,60,FV,7050,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2.0,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,GLQ,738.0,Unf,0.0,319.0,1057.0,GasA,1,1,1,1057,872,0,1929,1.0,0.0,2,1,3,1,1,7,Typ,1,1,2.0,650.0,1,0,235,0,0,0,No,0,5,2007,WD ,226000,6,6,36,12.328290278254423,16,49,784
269,2510,533212130,160,FV,3180,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2.0,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,1,1,1,520,600,80,1200,0.0,0.0,2,1,2,1,1,4,Typ,0,0,2.0,480.0,1,0,166,0,0,0,No,0,4,2006,WD ,144152,1,1,1,11.87862357740665,16,49,784
273,1962,535451110,20,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,0,0,TA,No,ALQ,398.0,BLQ,149.0,317.0,864.0,GasA,1,1,1,864,0,0,864,1.0,0.0,1,0,3,1,1,5,Typ,0,0,2.0,720.0,1,194,0,0,0,0,No,0,7,2007,WD ,129000,57,5,285,11.76756768334381,4,25,100
277,471,528228435,120,RL,3182,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,1,16.0,1,TA,1,1,TA,Av,GLQ,16.0,Unf,0.0,1357.0,1373.0,GasA,1,1,1,1555,0,0,1555,0.0,0.0,2,0,2,1,1,7,Typ,1,1,2.0,430.0,1,143,20,0,0,0,No,0,5,2009,WD ,192500,4,3,12,12.167851432709975,16,49,784
278,1544,909451150,160,RM,1950,Pave,1,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2.0,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,Gd,0,1,TA,No,LwQ,81.0,GLQ,612.0,23.0,716.0,GasA,0,1,1,716,840,0,1556,1.0,0.0,2,1,3,1,0,6,Typ,1,1,2.0,452.0,1,161,0,0,0,0,GdPrv,0,7,2008,COD,151000,28,28,784,11.925035115797062,1,36,36
279,2141,907203060,20,RL,7700,Pave,1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1.0,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,0,0,TA,No,LwQ,138.0,Rec,468.0,276.0,882.0,GasA,0,1,1,882,0,0,882,1.0,0.0,1,0,3,1,0,5,Typ,0,0,2.0,461.0,1,96,0,0,0,0,MnPrv,0,3,2007,WD ,112500,35,35,1225,11.630708500626612,0,25,0
282,34,527453130,160,RL,2280,Pave,1,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2.0,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,0,TA,No,ALQ,514.0,Unf,0.0,341.0,855.0,GasA,0,1,1,855,601,0,1456,0.0,0.0,2,1,3,1,1,6,Typ,1,1,2.0,440.0,1,173,0,0,0,0,No,0,6,2010,WD ,149900,35,35,1225,11.917723684090689,1,36,36
288,2476,531376030,60,RL,7800,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2.0,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,1,172.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,891.0,891.0,GasA,1,1,1,891,795,0,1686,0.0,0.0,2,1,3,1,1,8,Typ,0,1,2.0,462.0,1,144,101,0,0,0,No,0,4,2006,WD ,184000,1,1,1,12.122691036591123,16,49,784
293,1470,907290250,120,RM,4426,Pave,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1.0,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,1,205.0,1,TA,1,1,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,1,1,1,848,0,0,848,1.0,0.0,1,0,1,1,1,3,Typ,0,1,2.0,420.0,1,140,0,0,0,0,No,0,2,2008,WD ,145000,4,4,16,11.884489021402711,16,36,576
294,412,527453140,120,RL,2280,Pave,1,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1.0,7,5,1975,1975,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,1,TA,No,ALQ,435.0,LwQ,622.0,0.0,1057.0,GasA,0,1,1,1055,0,0,1055,0.0,1.0,2,0,2,1,0,4,Typ,1,1,2.0,440.0,1,0,27,0,0,0,No,0,8,2009,WD ,123000,34,34,1156,11.719939634354555,1,49,49
295,1399,905351089,120,RL,2887,Pave,1,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.0,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,1,TA,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,1,1,1,1291,0,0,1291,1.0,0.0,1,0,2,1,1,6,Typ,1,1,2.0,431.0,1,307,0,0,0,0,No,0,11,2008,WD ,173000,12,11,132,12.061046873479915,9,36,324
297,974,923225360,180,RM,1596,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,1.5,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,1,TA,Gd,GLQ,462.0,Unf,0.0,0.0,462.0,GasA,0,1,1,526,462,0,988,1.0,0.0,1,0,2,1,0,5,Typ,0,1,1.0,297.0,1,120,101,0,0,0,GdWo,0,11,2009,WD ,91000,36,36,1296,11.418614785498987,1,16,16
303,1512,908276140,80,RL,7692,Pave,1,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1.5,4,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,1,TA,Av,Unf,0.0,Unf,0.0,416.0,416.0,GasA,1,1,0,1204,0,0,1204,0.0,0.0,1,0,3,1,0,6,Typ,0,0,1.0,312.0,1,0,0,0,0,0,No,0,11,2008,WD ,100000,54,54,2916,11.512925464970229,4,16,64
307,2594,535354130,50,RL,7500,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,1,1,0,900,412,0,1312,0.0,0.0,1,1,3,1,0,6,Typ,0,0,2.0,649.0,1,0,28,0,0,0,No,0,10,2006,WD ,127000,59,56,3304,11.751942365440728,1,36,36
309,366,527182110,120,RL,5814,Pave,0,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,TA,0,1,TA,Av,GLQ,1036.0,Unf,0.0,184.0,1220.0,GasA,1,1,1,1360,0,0,1360,1.0,0.0,1,0,1,1,1,4,Typ,1,1,2.0,565.0,1,63,0,0,0,0,No,0,8,2009,COD,187500,25,25,625,12.141534124392603,16,64,1024
312,2088,905480090,50,RL,7550,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5,4,5,1920,1950,Gambrel,CompShg,MetalSd,MetalSd,0,0.0,0,Fa,0,0,Fa,No,Unf,0.0,Unf,0.0,951.0,951.0,GasW,0,0,1,986,376,0,1362,0.0,0.0,2,0,4,1,0,7,Typ,0,0,1.0,280.0,0,0,0,0,0,0,MnPrv,0,3,2007,WD ,96000,87,57,4959,11.472103470449973,0,16,0
315,2918,923228180,160,RM,1533,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2.0,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,0,TA,No,Rec,408.0,Unf,0.0,138.0,546.0,GasA,0,1,1,546,546,0,1092,0.0,0.0,1,1,3,1,0,5,Typ,0,0,1.0,286.0,1,0,0,0,0,0,No,0,12,2006,WD ,87550,36,36,1296,11.379965337713998,0,16,0
316,49,528180070,120,RL,7658,Pave,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,1,412.0,1,TA,1,1,TA,No,GLQ,456.0,Unf,0.0,1296.0,1752.0,GasA,1,1,1,1752,0,0,1752,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,576.0,1,196,82,0,0,0,No,0,2,2010,WD ,319900,5,5,25,12.675763725937609,16,81,1296
325,2852,909250200,70,RL,4899,Pave,1,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.0,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,1,0,TA,No,BLQ,305.0,Unf,0.0,450.0,755.0,GasA,1,1,1,755,755,0,1510,0.0,0.0,1,0,3,1,0,6,Typ,0,0,1.0,216.0,1,0,0,164,0,0,No,0,6,2006,WD ,149000,86,56,4816,11.911701584927597,1,36,36
327,1681,527452100,120,RL,4928,Pave,0,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1.0,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,0,0.0,0,TA,0,1,TA,No,ALQ,120.0,Unf,0.0,958.0,1078.0,GasA,0,1,1,958,0,0,958,0.0,0.0,2,0,2,1,0,5,Typ,1,1,2.0,440.0,1,0,205,0,0,0,No,0,2,2007,WD ,128000,31,31,961,11.759785542901755,1,36,36
